"","districtnum","districtname","population","affil","familyname","firstname","middlename","provcode","province","gender"
"649",35007,"Beaches--East York",107084,"Marxist-Leninist Party of Canada","Carter","Roger",NA,"35","Ontario","Male"
"650",35007,"Beaches--East York",107084,"Liberal Party of Canada","Erskine-Smith","Nathaniel",NA,"35","Ontario","Male"
"651",35007,"Beaches--East York",107084,"New Democratic Party","Kellway","Matthew",NA,"35","Ontario","Male"
"652",35007,"Beaches--East York",107084,"Green Party of Canada","Sach","Randall",NA,"35","Ontario","Male"
"653",35007,"Beaches--East York",107084,"Independent","Sears","James",NA,"35","Ontario","Male"
"654",35007,"Beaches--East York",107084,"Independent","Surjanac","Peter",NA,"35","Ontario","Male"
"655",35008,"Brampton Centre",103122,"Green Party of Canada","Bottcher","Saul","T.","35","Ontario","Male"
"656",35008,"Brampton Centre",103122,"Marxist-Leninist Party of Canada","Chilelli","Frank",NA,"35","Ontario","Male"
"657",35008,"Brampton Centre",103122,"Conservative Party of Canada","Gosal","Bal",NA,"35","Ontario","Male"
"658",35008,"Brampton Centre",103122,"New Democratic Party","Keenan","Rosemary",NA,"35","Ontario","Female"
"659",35008,"Brampton Centre",103122,"Liberal Party of Canada","Sangha","Ramesh",NA,"35","Ontario","Male"
"660",35009,"Brampton East",99712,"Conservative Party of Canada","Bajaj","Naval",NA,"35","Ontario","Male"
"661",35009,"Brampton East",99712,"Liberal Party of Canada","Grewal","Raj",NA,"35","Ontario","Male"
"662",35009,"Brampton East",99712,"New Democratic Party","Kahlon","Harbaljit","Singh","35","Ontario","Male"
"663",35009,"Brampton East",99712,"Green Party of Canada","Lacroix","Kyle",NA,"35","Ontario","Male"
"664",35010,"Brampton North",111951,"Conservative Party of Canada","Gill","Parm",NA,"35","Ontario","Male"
"665",35010,"Brampton North",111951,"Communist Party of Canada","Hundal","Harinderpal",NA,"35","Ontario","Male"
"666",35010,"Brampton North",111951,"Liberal Party of Canada","Sahota","Ruby",NA,"35","Ontario","Female"
"667",35010,"Brampton North",111951,"New Democratic Party","Singh","Martin",NA,"35","Ontario","Male"
"668",35010,"Brampton North",111951,"Green Party of Canada","Thornham","Pauline",NA,"35","Ontario","Female"
"669",35011,"Brampton South",107364,"Green Party of Canada","Hatton","Shaun",NA,"35","Ontario","Male"
"670",35011,"Brampton South",107364,"New Democratic Party","Sangha","Amarjit",NA,"35","Ontario","Male"
"671",35011,"Brampton South",107364,"Conservative Party of Canada","Seeback","Kyle",NA,"35","Ontario","Male"
"672",35011,"Brampton South",107364,"Liberal Party of Canada","Sidhu","Sonia",NA,"35","Ontario","Female"
"673",35012,"Brampton West",101762,"Green Party of Canada","Gobinath","Karthika",NA,"35","Ontario","Female"
"674",35012,"Brampton West",101762,"Liberal Party of Canada","Khera","Kamal",NA,"35","Ontario","Male"
"675",35012,"Brampton West",101762,"New Democratic Party","Patterson","Adaoma",NA,"35","Ontario","Female"
"676",35012,"Brampton West",101762,"Conservative Party of Canada","Thind","Ninder",NA,"35","Ontario","Male"
"677",35013,"Brantford--Brant",132443,"Green Party of Canada","Brandt","Kevin",NA,"35","Ontario","Male"
"678",35013,"Brantford--Brant",132443,"Libertarian Party of Canada","Ferguson","Rob",NA,"35","Ontario","Male"
"679",35013,"Brantford--Brant",132443,"New Democratic Party","Laferriere","Marc",NA,"35","Ontario","Male"
"680",35013,"Brantford--Brant",132443,"Conservative Party of Canada","McColeman","Phil",NA,"35","Ontario","Male"
"681",35013,"Brantford--Brant",132443,"Liberal Party of Canada","Takacs","Danielle",NA,"35","Ontario","Female"
"682",35013,"Brantford--Brant",132443,"Independent","Turmel","The","Engineer","35","Ontario","Male"
"683",35014,"Bruce--Grey--Owen Sound",106475,"Green Party of Canada","Albinati","Chris",NA,"35","Ontario","Male"
"684",35014,"Bruce--Grey--Owen Sound",106475,"Liberal Party of Canada","Love","Kimberley",NA,"35","Ontario","Female"
"685",35014,"Bruce--Grey--Owen Sound",106475,"New Democratic Party","McLaren","David",NA,"35","Ontario","Male"
"686",35014,"Bruce--Grey--Owen Sound",106475,"Conservative Party of Canada","Miller","Larry",NA,"35","Ontario","Male"
"687",35015,"Burlington",120569,"Green Party of Canada","Fiorito","Vince",NA,"35","Ontario","Male"
"688",35015,"Burlington",120569,"Liberal Party of Canada","Gould","Karina",NA,"35","Ontario","Female"
"689",35015,"Burlington",120569,"New Democratic Party","Laird","David",NA,"35","Ontario","Male"
"690",35015,"Burlington",120569,"Conservative Party of Canada","Wallace","Mike",NA,"35","Ontario","Male"
"691",35016,"Cambridge",111693,"Green Party of Canada","Braniff","Michele",NA,"35","Ontario","Female"
"692",35016,"Cambridge",111693,"Marxist-Leninist Party of Canada","Couto","Manuel",NA,"35","Ontario","Male"
"693",35016,"Cambridge",111693,"Conservative Party of Canada","Goodyear","Gary",NA,"35","Ontario","Male"
"694",35016,"Cambridge",111693,"Liberal Party of Canada","May","Bryan",NA,"35","Ontario","Male"
"695",35016,"Cambridge",111693,"Independent","Sperduti","Lee",NA,"35","Ontario","Male"
"696",35016,"Cambridge",111693,"New Democratic Party","Stewart","Bobbi",NA,"35","Ontario","Female"
"697",35017,"Chatham-Kent--Leamington",111866,"Liberal Party of Canada","Omstead","Katie",NA,"35","Ontario","Female"
"698",35017,"Chatham-Kent--Leamington",111866,"Conservative Party of Canada","Van Kesteren","Dave",NA,"35","Ontario","Male"
"699",35017,"Chatham-Kent--Leamington",111866,"Green Party of Canada","Vercouteren","Mark",NA,"35","Ontario","Male"
"700",35017,"Chatham-Kent--Leamington",111866,"New Democratic Party","Walsh","Tony",NA,"35","Ontario","Male"
"701",35018,"Davenport",102360,"New Democratic Party","Cash","Andrew",NA,"35","Ontario","Male"
"702",35018,"Davenport",102360,"Liberal Party of Canada","Dzerowicz","Julie",NA,"35","Ontario","Female"
"703",35018,"Davenport",102360,"Communist Party of Canada","Figueroa","Miguel",NA,"35","Ontario","Male"
"704",35018,"Davenport",102360,"Independent","Kalevar","Chai",NA,"35","Ontario","Male"
"705",35018,"Davenport",102360,"Conservative Party of Canada","Oliveira","Carlos",NA,"35","Ontario","Male"
"706",35018,"Davenport",102360,"Green Party of Canada","Stein","Dan",NA,"35","Ontario","Male"
"707",35019,"Don Valley East",93007,"New Democratic Party","Ahmed","Khalid",NA,"35","Ontario","Male"
"708",35019,"Don Valley East",93007,"Conservative Party of Canada","Harquail","Maureen",NA,"35","Ontario","Female"
"709",35019,"Don Valley East",93007,"Liberal Party of Canada","Ratansi","Yasmin",NA,"35","Ontario","Female"
"710",35019,"Don Valley East",93007,"Green Party of Canada","Sanderson","Laura","Elizabeth","35","Ontario","Female"
"711",35020,"Don Valley North",103073,"Green Party of Canada","Brown","Caroline",NA,"35","Ontario","Female"
"712",35020,"Don Valley North",103073,"Conservative Party of Canada","Daniel","Joe",NA,"35","Ontario","Male"
"713",35020,"Don Valley North",103073,"New Democratic Party","Sadikali","Akil",NA,"35","Ontario","Male"
"714",35020,"Don Valley North",103073,"Liberal Party of Canada","Tan","Geng",NA,"35","Ontario","Male"
"715",35021,"Don Valley West",99820,"Conservative Party of Canada","Carmichael","John",NA,"35","Ontario","Male"
"716",35021,"Don Valley West",99820,"Independent","Cromwell","Sharon",NA,"35","Ontario","Female"
"717",35021,"Don Valley West",99820,"Communist Party of Canada","Hill","Elizabeth",NA,"35","Ontario","Female"
"718",35021,"Don Valley West",99820,"Green Party of Canada","Hunt","Natalie",NA,"35","Ontario","Female"
"719",35021,"Don Valley West",99820,"Libertarian Party of Canada","Kittredge","John",NA,"35","Ontario","Male"
"720",35021,"Don Valley West",99820,"Liberal Party of Canada","Oliphant","Rob",NA,"35","Ontario","Male"
"721",35021,"Don Valley West",99820,"New Democratic Party","Riaz","Syeda",NA,"35","Ontario","Female"
"722",35022,"Dufferin--Caledon",116341,"Liberal Party of Canada","Crewson","Ed",NA,"35","Ontario","Male"
"723",35022,"Dufferin--Caledon",116341,"Conservative Party of Canada","Tilson","David","Allan","35","Ontario","Male"
"724",35022,"Dufferin--Caledon",116341,"Green Party of Canada","Urekar","Nancy",NA,"35","Ontario","Female"
"725",35022,"Dufferin--Caledon",116341,"New Democratic Party","Yazbek","Rehya",NA,"35","Ontario","Female"
"726",35023,"Durham",115395,"Green Party of Canada","Leadbetter","Stacey",NA,"35","Ontario","Female"
"727",35023,"Durham",115395,"Christian Heritage Party of Canada","Moriarity","Andrew",NA,"35","Ontario","Male"
"728",35023,"Durham",115395,"Conservative Party of Canada","O'Toole","Erin",NA,"35","Ontario","Female"
"729",35023,"Durham",115395,"New Democratic Party","Spence","Derek",NA,"35","Ontario","Male"
"730",35023,"Durham",115395,"Liberal Party of Canada","Traill","Corinna",NA,"35","Ontario","Female"
"731",35024,"Eglinton--Lawrence",113150,"Animal Alliance Environment Voters Party of Canada","Brunell Solomonovici","Rudy",NA,"35","Ontario","Male"
"732",35024,"Eglinton--Lawrence",113150,"Libertarian Party of Canada","Buchman","Ethan",NA,"35","Ontario","Male"
"733",35024,"Eglinton--Lawrence",113150,"Green Party of Canada","Chisholm","Matthew",NA,"35","Ontario","Male"
"734",35024,"Eglinton--Lawrence",113150,"Liberal Party of Canada","Mendicino","Marco",NA,"35","Ontario","Male"
"735",35024,"Eglinton--Lawrence",113150,"Conservative Party of Canada","Oliver","Joe",NA,"35","Ontario","Male"
"736",35024,"Eglinton--Lawrence",113150,"New Democratic Party","Thomson","Andrew",NA,"35","Ontario","Male"
"737",35025,"Elgin--Middlesex--London",110109,"Liberal Party of Canada","Baldwin-Sands","Lori",NA,"35","Ontario","Female"
"738",35025,"Elgin--Middlesex--London",110109,"Rhinoceros Party","Bernardi","Lou",NA,"35","Ontario","Female"
"739",35025,"Elgin--Middlesex--London",110109,"Christian Heritage Party of Canada","Hopkins","Michael",NA,"35","Ontario","Male"
"740",35025,"Elgin--Middlesex--London",110109,"Green Party of Canada","Morgan","Bronagh","Joyce","35","Ontario","Female"
"741",35025,"Elgin--Middlesex--London",110109,"New Democratic Party","Sinclair","Fred",NA,"35","Ontario","Male"
"742",35025,"Elgin--Middlesex--London",110109,"Conservative Party of Canada","Vecchio","Karen","Louise","35","Ontario","Female"
"743",35026,"Essex",120477,"Green Party of Canada","Alderson","Jennifer",NA,"35","Ontario","Female"
"744",35026,"Essex",120477,"Liberal Party of Canada","Festeryga","Audrey",NA,"35","Ontario","Female"
"745",35026,"Essex",120477,"New Democratic Party","Ramsey","Tracey",NA,"35","Ontario","Female"
"746",35026,"Essex",120477,"Marxist-Leninist Party of Canada","Villamizar","Enver",NA,"35","Ontario","Male"
"747",35026,"Essex",120477,"Conservative Party of Canada","Watson","Jeff",NA,"35","Ontario","Male"
"748",35027,"Etobicoke Centre",114910,"New Democratic Party","De Mello","Tanya",NA,"35","Ontario","Female"
"749",35027,"Etobicoke Centre",114910,"Conservative Party of Canada","Opitz","Ted",NA,"35","Ontario","Male"
"750",35027,"Etobicoke Centre",114910,"Green Party of Canada","Rizvi","Shawn",NA,"35","Ontario","Male"
"751",35027,"Etobicoke Centre",114910,"Progressive Canadian Party","Wolvin","Rob",NA,"35","Ontario","Male"
"752",35027,"Etobicoke Centre",114910,"Liberal Party of Canada","Wrzesnewskyj","Borys",NA,"35","Ontario","Male"
"753",35028,"Etobicoke--Lakeshore",115437,"Liberal Party of Canada","Maloney","James",NA,"35","Ontario","Male"
"754",35028,"Etobicoke--Lakeshore",115437,"Marxist-Leninist Party of Canada","Murray","Janice",NA,"35","Ontario","Female"
"755",35028,"Etobicoke--Lakeshore",115437,"Green Party of Canada","Salewsky","Angela",NA,"35","Ontario","Female"
"756",35028,"Etobicoke--Lakeshore",115437,"New Democratic Party","Trotter","Phil",NA,"35","Ontario","Male"
"757",35028,"Etobicoke--Lakeshore",115437,"Conservative Party of Canada","Trottier","Bernard",NA,"35","Ontario","Male"
"758",35028,"Etobicoke--Lakeshore",115437,"Animal Alliance Environment Voters Party of Canada","White","Liz",NA,"35","Ontario","Female"
"759",35029,"Etobicoke North",117601,"Green Party of Canada","Ayub","Akhtar",NA,"35","Ontario","Male"
"760",35029,"Etobicoke North",117601,"Conservative Party of Canada","Dada","Toyin",NA,"35","Ontario","Female"
"761",35029,"Etobicoke North",117601,"Marxist-Leninist Party of Canada","Di Carlo","Anna",NA,"35","Ontario","Female"
"762",35029,"Etobicoke North",117601,"Liberal Party of Canada","Duncan","Kirsty",NA,"35","Ontario","Female"
"763",35029,"Etobicoke North",117601,"New Democratic Party","Hassan","Faisal",NA,"35","Ontario","Male"
"764",35029,"Etobicoke North",117601,"No Affiliation","Szebik","George",NA,"35","Ontario","Male"
"765",35030,"Flamborough--Glanbrook",97081,"New Democratic Party","DiLivio","Mike",NA,"35","Ontario","Male"
"766",35030,"Flamborough--Glanbrook",97081,"Liberal Party of Canada","Stebbing","Jennifer",NA,"35","Ontario","Female"
"767",35030,"Flamborough--Glanbrook",97081,"Conservative Party of Canada","Sweet","David",NA,"35","Ontario","Male"
"768",35030,"Flamborough--Glanbrook",97081,"Green Party of Canada","Urquhart","David","Allan","35","Ontario","Male"
"769",35031,"Glengarry--Prescott--Russell",106240,"Libertarian Party of Canada","Brisson","Jean","Serge","35","Ontario","Male"
"770",35031,"Glengarry--Prescott--Russell",106240,"Liberal Party of Canada","Drouin","Francis",NA,"35","Ontario","Male"
"771",35031,"Glengarry--Prescott--Russell",106240,"New Democratic Party","Laurin","Normand",NA,"35","Ontario","Male"
"772",35031,"Glengarry--Prescott--Russell",106240,"Conservative Party of Canada","Lemieux","Pierre",NA,"35","Ontario","Male"
"773",35031,"Glengarry--Prescott--Russell",106240,"Green Party of Canada","Malouin-Diraddo","Genevieve",NA,"35","Ontario","Female"
"774",35032,"Guelph",121688,"Communist Party of Canada","Dineen","Tristan",NA,"35","Ontario","Male"
"775",35032,"Guelph",121688,"Libertarian Party of Canada","Fekri","Alexander",NA,"35","Ontario","Male"
"776",35032,"Guelph",121688,"Marijuana Party","Klevering","Kornelis",NA,"35","Ontario","Male"
"777",35032,"Guelph",121688,"Conservative Party of Canada","Kovach","Gloria",NA,"35","Ontario","Female"
"778",35032,"Guelph",121688,"Liberal Party of Canada","Longfield","Lloyd",NA,"35","Ontario","Male"
"779",35032,"Guelph",121688,"Green Party of Canada","Miller","Gord",NA,"35","Ontario","Male"
"780",35032,"Guelph",121688,"New Democratic Party","Seagram","Andrew",NA,"35","Ontario","Male"
"781",35033,"Haldimand--Norfolk",108051,"Independent","Bory","Leslie",NA,"35","Ontario","Female"
"782",35033,"Haldimand--Norfolk",108051,"Christian Heritage Party of Canada","Bylsma","Dave",NA,"35","Ontario","Male"
"783",35033,"Haldimand--Norfolk",108051,"Green Party of Canada","Ettinger","Wayne",NA,"35","Ontario","Male"
"784",35033,"Haldimand--Norfolk",108051,"Conservative Party of Canada","Finley","Diane",NA,"35","Ontario","Female"
"785",35033,"Haldimand--Norfolk",108051,"New Democratic Party","Harris","John",NA,"35","Ontario","Male"
"786",35033,"Haldimand--Norfolk",108051,"Liberal Party of Canada","Mouland","Joan",NA,"35","Ontario","Female"
"787",35033,"Haldimand--Norfolk",108051,"Independent","Wakeford","Dustin",NA,"35","Ontario","Male"
"788",35034,"Haliburton--Kawartha Lakes--Brock",110182,"Green Party of Canada","MacCallum","Bill",NA,"35","Ontario","Male"
"789",35034,"Haliburton--Kawartha Lakes--Brock",110182,"Liberal Party of Canada","Marquis","David",NA,"35","Ontario","Male"
"790",35034,"Haliburton--Kawartha Lakes--Brock",110182,"New Democratic Party","Perry","Mike",NA,"35","Ontario","Male"
"791",35034,"Haliburton--Kawartha Lakes--Brock",110182,"Conservative Party of Canada","Schmale","Jamie",NA,"35","Ontario","Female"
"792",35035,"Hamilton Centre",101932,"Independent","Anastasiou","Maria",NA,"35","Ontario","Female"
"793",35035,"Hamilton Centre",101932,"Marijuana Party","Baldasaro","Michael","James","35","Ontario","Male"
"794",35035,"Hamilton Centre",101932,"New Democratic Party","Christopherson","David",NA,"35","Ontario","Male"
"795",35035,"Hamilton Centre",101932,"Conservative Party of Canada","Rozenszajn","Yonatan",NA,"35","Ontario","Male"
"796",35035,"Hamilton Centre",101932,"Green Party of Canada","Schmid-Jones","Ute",NA,"35","Ontario","Female"
"797",35035,"Hamilton Centre",101932,"Liberal Party of Canada","Tennier","Anne",NA,"35","Ontario","Female"
"798",35035,"Hamilton Centre",101932,"Libertarian Party of Canada","Young","Rob",NA,"35","Ontario","Male"
"799",35036,"Hamilton East--Stoney Creek",107786,"Liberal Party of Canada","Bratina","Bob",NA,"35","Ontario","Male"
"800",35036,"Hamilton East--Stoney Creek",107786,"Conservative Party of Canada","Bubanko","Diane",NA,"35","Ontario","Female"
"801",35036,"Hamilton East--Stoney Creek",107786,"Green Party of Canada","Davis","Erin",NA,"35","Ontario","Female"
"802",35036,"Hamilton East--Stoney Creek",107786,"Marxist-Leninist Party of Canada","Fields","Wendell",NA,"35","Ontario","Male"
"803",35036,"Hamilton East--Stoney Creek",107786,"Communist Party of Canada","Mann","Bob",NA,"35","Ontario","Male"
"804",35036,"Hamilton East--Stoney Creek",107786,"New Democratic Party","Marston","Wayne",NA,"35","Ontario","Male"
"805",35037,"Hamilton Mountain",103615,"Green Party of Canada","Aman","Raheem",NA,"35","Ontario","Male"
"806",35037,"Hamilton Mountain",103615,"Liberal Party of Canada","Burt","Shaun",NA,"35","Ontario","Male"
"807",35037,"Hamilton Mountain",103615,"Libertarian Party of Canada","Caton","Andrew","James","35","Ontario","Male"
"808",35037,"Hamilton Mountain",103615,"New Democratic Party","Duvall","Scott",NA,"35","Ontario","Male"
"809",35037,"Hamilton Mountain",103615,"Christian Heritage Party of Canada","Enos","Jim",NA,"35","Ontario","Male"
"810",35037,"Hamilton Mountain",103615,"Conservative Party of Canada","Miles","Al",NA,"35","Ontario","Male"
"811",35038,"Hamilton West--Ancaster--Dundas",109535,"New Democratic Party","Johnstone","Alex",NA,"35","Ontario","Male"
"812",35038,"Hamilton West--Ancaster--Dundas",109535,"Green Party of Canada","Ormond","Peter",NA,"35","Ontario","Male"
"813",35038,"Hamilton West--Ancaster--Dundas",109535,"Conservative Party of Canada","Samuel","Vincent",NA,"35","Ontario","Male"
"814",35038,"Hamilton West--Ancaster--Dundas",109535,"Liberal Party of Canada","Tassi","Filomena",NA,"35","Ontario","Female"
"815",35039,"Hastings--Lennox and Addington",92528,"New Democratic Party","Bannon","Betty",NA,"35","Ontario","Female"
"816",35039,"Hastings--Lennox and Addington",92528,"Liberal Party of Canada","Bossio","Mike",NA,"35","Ontario","Male"
"817",35039,"Hastings--Lennox and Addington",92528,"Conservative Party of Canada","Kramp","Daryl",NA,"35","Ontario","Male"
"818",35039,"Hastings--Lennox and Addington",92528,"Green Party of Canada","Mather","Cam",NA,"35","Ontario","Male"
"819",35040,"Huron--Bruce",104842,"New Democratic Party","Creces","Gerard",NA,"35","Ontario","Male"
